"Code","Desc","Type","med_type"
"10402611000001105","Imigran Recovery 50mg tablets (Forest Laboratories UK Ltd)","dmd","MIG"
"11534211000001105","Sumatriptan 50mg tablets (Sandoz Ltd)","dmd","MIG"
"3488911000001100","Imigran 20mg nasal spray (GlaxoSmithKline UK Ltd)","dmd","MIG"
"374041005","Zolmitriptan 5mg tablets","dmd","MIG"
"20133911000001102","Zolmitriptan 5mg orodispersible tablets sugar free (Teva UK Ltd)","dmd","MIG"
"18591811000001109","Maxalt 10mg tablets (DE Pharmaceuticals)","dmd","MIG"
"20451211000001107","Zomig 5mg/0.1ml nasal spray 0.1ml unit dose (Waymade Healthcare Plc)","dmd","MIG"
"18523711000001106","Zomig Rapimelt 2.5mg orodispersible tablets (Mawdsley-Brooks & Company Ltd)","dmd","MIG"
"407788001","Eletriptan 20mg tablets","dmd","MIG"
"21784211000001104","Sumatriptan 100mg tablets (Waymade Healthcare Plc)","dmd","MIG"
"322829003","Rizatriptan 5mg tablets","dmd","MIG"
"9484811000001104","Imigran Radis 100mg tablets (GlaxoSmithKline UK Ltd)","dmd","MIG"
"322823002","Sumatriptan 20mg/0.1ml nasal spray unit dose","dmd","MIG"
"8156511000001102","Zomig Rapimelt 5mg orodispersible tablets (Grunenthal Ltd)","dmd","MIG"
"407789009","Eletriptan 40mg tablets","dmd","MIG"
"856911000001105","Imigran 50mg tablets (GlaxoSmithKline UK Ltd)","dmd","MIG"
"22858311000001107","Rizatriptan 10mg orodispersible tablets sugar free","dmd","MIG"
"322831007","Rizatriptan 10mg oral lyophilisates sugar free","dmd","MIG"
"622611000001109","Maxalt 5mg tablets (Merck Sharp & Dohme Ltd)","dmd","MIG"
"16191311000001104","Imigran Subject 6mg/0.5ml solution for injection syringe refill pack (Lexon (UK) Ltd)","dmd","MIG"
"4789411000001106","Imigran 10mg nasal spray (GlaxoSmithKline UK Ltd)","dmd","MIG"
"19969011000001105","Maxalt Melt 10mg oral lyophilisates (Lexon (UK) Ltd)","dmd","MIG"
"13929311000001104","Maxalt Melt 10mg oral lyophilisates (DE Pharmaceuticals)","dmd","MIG"
"22822511000001104","Rizatriptan 10mg orodispersible tablets sugar free (Aspire Pharma Ltd)","dmd","MIG"
"706511000001105","Almogran 12.5mg tablets (Almirall Ltd)","dmd","MIG"
"322830008","Rizatriptan 10mg tablets","dmd","MIG"
"22465211000001106","Sumatriptan 6mg/0.5ml solution for injection pre-filled pens (Waymade Healthcare Plc)","dmd","MIG"
"dl...","ACUTE MIGRAINE TREATMENT","readv2","MIG"
"dl1..","ANALGESICS WITH ANTI-EMETICS","readv2","MIG"
"dl11.","MIGRALEVE DUO-PACK tablets","readv2","MIG"
"dl12.","MIGRALEVE PINK tablets","readv2","MIG"
"dl13.","MIGRALEVE YELLOW tablets","readv2","MIG"
"dl14.","*MIGRAVESS dispersible tablets","readv2","MIG"
"dl15.","MIGRAVESS FORTE effervescent tablets","readv2","MIG"
"dl16.","PARAMAX tablets","readv2","MIG"
"dl17.","PARAMAX sachets","readv2","MIG"
"dl18.","MIGRALEVE DUO-PACK tablets x48","readv2","MIG"
"dl19.","MIGRALEVE PINK tablets x48","readv2","MIG"
"dl1a.","*MIGRALEVE YELLOW tablets x48","readv2","MIG"
"dl2..","ERGOTAMINE TARTRATE","readv2","MIG"
"dl21.","*CAFERGOT 1mg tablets","readv2","MIG"
"dl22.","*CAFERGOT 2mg suppositories","readv2","MIG"
"dl23.","*LINGRAINE 2mg tablets","readv2","MIG"
"dl24.","MEDIHALER-ERGOTAMINE 360micrograms inhaler","readv2","MIG"
"dl25.","MIGRIL tablets","readv2","MIG"
"dl26.","ERGOTAMINE TARTRATE 1mg tablets","readv2","MIG"
"dl27.","ERGOTAMINE TARTRATE 2mg suppositories","readv2","MIG"
"dl2y.","ERGOTAMINE TARTRATE 2mg tablets","readv2","MIG"
"dl2z.","ERGOTAMINE TARTRATE 360micrograms inhaler","readv2","MIG"
"dl3..","*DIHYDROERGOTAMINE MESYLATE","readv2","MIG"
"dl33.","*DIHYDERGOT 1mg/1mL injection","readv2","MIG"
"dl3z.","DIHYDROERGOTAMINE MESYLATE 1mg/1mL injection","readv2","MIG"
"dl5..","SUMATRIPTAN SUCCINATE","readv2","MIG"
"dl51.","SUMATRIPTAN 6mg/0.5mL injection","readv2","MIG"
"dl52.","*IMIGRAN 6mg/0.5mL injection","readv2","MIG"
"dl53.","IMIGRAN 6mg/0.5mL injection refill","readv2","MIG"
"dl55.","IMIGRAN 100mg tablets","readv2","MIG"
"dl54.","SUMATRIPTAN 100mg tablets","readv2","MIG"
"dl56.","IMIGRAN SUBJECT 6mg/0.5mL injection","readv2","MIG"
"dl57.","IMIGRAN SUBJECT 6mg/0.5mL injection refill","readv2","MIG"
"dl58.","*IMIGRAN 100mg tablets x3","readv2","MIG"
"dl59.","IMIGRAN 50mg tablets","readv2","MIG"
"dl5A.","SUMATRIPTAN 50mg tablets","readv2","MIG"
"dl5B.","SUMATRIPTAN 6mg/0.5mL injection refill","readv2","MIG"
"dl6..","TOLFENAMIC ACID","readv2","MIG"
"dl61.","TOLFENAMIC ACID 200mg capsules","readv2","MIG"
"dl62.","*CLOTAM 200mg capsules","readv2","MIG"
"dl7..","SUMATRIPTAN","readv2","MIG"
"dl71.","SUMATRIPTAN 20mg nasal spray","readv2","MIG"
"dl72.","IMIGRAN 20mg nasal spray","readv2","MIG"
"dl8..","ZOLMITRIPTAN","readv2","MIG"
"dl81.","ZOLMITRIPTAN 2.5mg tablets","readv2","MIG"
"dl82.","ZOMIG 2.5mg tablets","readv2","MIG"
"dl9..","NARATRIPTAN","readv2","MIG"
"dl91.","NARATRIPTAN 2.5mg tablets","readv2","MIG"
"dl92.","NARAMIG 2.5mg tablets","readv2","MIG"
"dl63.","TOLFENAMIC ACID 200mg tablets","readv2","MIG"
"dl64.","CLOTAM RAPID 200mg tablets","readv2","MIG"
"dl1A.","PARACETAMOL+DOMPERIDONE 500mg/10mg tablets","readv2","MIG"
"dl1B.","*DOMPERAMOL tablets","readv2","MIG"
"dlA..","RIZATRIPTAN","readv2","MIG"
"dlA1.","RIZATRIPTAN 5mg tablets","readv2","MIG"
"dlA2.","RIZATRIPTAN 10mg tablets","readv2","MIG"
"dlA3.","RIZATRIPTAN 10mg wafer","readv2","MIG"
"dlA4.","MAXALT 5mg tablets","readv2","MIG"
"dlA5.","MAXALT 10mg tablets","readv2","MIG"
"dlA6.","MAXALT MELT 10mg wafer","readv2","MIG"
"dlB..","DIHYDROERGOTAMINE","readv2","MIG"
"dlB1.","DIHYDROERGOTAMINE MESYLATE 2mg/0.5mL nasal spray","readv2","MIG"
"dlB2.","MIGRANAL 2mg/0.5mL nasal spray","readv2","MIG"
"dl1b.","ASPIRIN+METOCLOPRAMIDE 900mg/10mg/sachet powder","readv2","MIG"
"dl1C.","MIGRAMAX sachet powder","readv2","MIG"
"dlC..","ALMOTRIPTAN","readv2","MIG"
"dlCz.","ALMOTRIPTAN 12.5mg tablets","readv2","MIG"
"dlC1.","ALMOGRAN 12.5mg tablets","readv2","MIG"
"dl83.","ZOLMITRIPTAN 2.5mg oro-dispersible tablets","readv2","MIG"
"dl84.","ZOMIG RAPIMELT 2.5mg oro-dispersible tablets","readv2","MIG"
"dlD..","ELETRIPTAN","readv2","MIG"
"dlD1.","ELETRIPTAN 20mg tablets","readv2","MIG"
"dlD2.","ELETRIPTAN 40mg tablets","readv2","MIG"
"dlDb.","RELPAX 40mg tablets","readv2","MIG"
"dlDa.","RELPAX 20mg tablets","readv2","MIG"
"dl85.","ZOLMITRIPTAN 5mg nasal spray","readv2","MIG"
"dl86.","ZOMIG 5mg nasal spray","readv2","MIG"
"dlE..","FROVATRIPTAN","readv2","MIG"
"dlE1.","FROVATRIPTAN 2.5mg tablets","readv2","MIG"
"dlE2.","MIGARD 2.5mg tablets","readv2","MIG"
"dl74.","IMIGRAN 10mg nasal spray","readv2","MIG"
"dl73.","SUMATRIPTAN 10mg nasal spray","readv2","MIG"
"dl5C.","IMIGRAN RADIS 100mg tablets","readv2","MIG"
"dl5D.","IMIGRAN RADIS 50mg tablets","readv2","MIG"
"dl87.","ZOLMITRIPTAN 5mg oro-dispersible tablets","readv2","MIG"
"dl88.","ZOMIG RAPIMELT 5mg oro-dispersible tablets","readv2","MIG"
"dl5E.","IMIGRAN RECOVERY 50mg tablets","readv2","MIG"
"dlAz.","RIZATRIPTAN 10mg oro-dispersible tablets","readv2","MIG"
"dl5F.","MIGRAITAN 50mg tablets","readv2","MIG"
"100101","Pirozip 20 capsules (Ashbourne Pharmaceuticals Ltd)","bnf_6_char","PNC"
"040702","Abstral 200microgram sublingual tablets (Kyowa Kirin Ltd)","bnf_6_char","PNC"
"040701","Dihydrocodeine with paracetamol 20mg with 500mg effervescent tablets","bnf_6_char","PNC"
"031000","Vicks sinex decongestant Capsule (Procter & Gamble (Health & Beauty Care) Ltd)","bnf_6_char","PNC"
"030901","Codeine 15mg/5ml Oral solution (Thornton & Ross Ltd)","bnf_6_char","PNC"
"010402","Codeine 15mg tablets (Phoenix Healthcare Distribution Ltd)","bnf_6_char","PNC"
"030902","Phenylpropanolamine 12.5mg with paracetamol 500mg tablet","bnf_6_char","PNC"
"040301","Amitriptyline 75mg modified-release capsules","bnf_6_char","PNC"
"030401","Paracetamol 400mg with codeine phosphate 10mg with diphenhydramine 5mg & caffeine 50mg tablet","bnf_6_char","PNC"
"070103","Indometacin 25mg capsules (Alliance Healthcare (Distribution) Ltd)","bnf_6_char","PNC"
"040300","Lyrica 150mg capsules (Lexon (UK) Ltd)","bnf_6_char","PNC"
"040700","Propain Plus caplets (Ceuta Healthcare Ltd)","bnf_6_char","PNC"
"010305","Axorid 200mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd)","bnf_6_char","PNC"
"150102","Nitrous oxide 50% / Oxygen 50%","bnf_6_char","PNC"
"100302","Radian B Ibuprofen Massage stick (Thornton & Ross Ltd)","bnf_6_char","PNC"
"010304","Naproxen and misoprostol 500mgwith200microgram combined Tablet","bnf_6_char","PNC"
"010202","J Collis Browne's mixture (Thornton & Ross Ltd)","bnf_6_char","PNC"
"030950","Sudafed Non-Drowsy Dual Relief capsules (McNeil Products Ltd)","bnf_6_char","PNC"
"040703","Gabapentin 6% gel","bnf_6_char","PNC"
"040704","Clotam 200mg Capsule (Thames Laboratories Ltd)","bnf_6_char","PNC"
"040705","Paramed Extra Power Pain Control tablets (Galpharm International Ltd)","bnf_6_char","PNC"
"040659","Paracetamol with codeine with hyoscine & caffeine tablet","bnf_6_char","PNC"
"010100","Resolve effervescent granules 8.09g sachets (G.R. Lane Health Products Ltd)","bnf_6_char","PNC"
"10.01.01.00.00","Pirozip 20 capsules (Ashbourne Pharmaceuticals Ltd)","bnf_chap_id","PNC"
"04.07.02.00.00","Abstral 200microgram sublingual tablets (Kyowa Kirin Ltd)","bnf_chap_id","PNC"
"04.07.01.00.00","Dihydrocodeine with paracetamol 20mg with 500mg effervescent tablets","bnf_chap_id","PNC"
"03.10.00.00.00","Vicks sinex decongestant Capsule (Procter & Gamble (Health & Beauty Care) Ltd)","bnf_chap_id","PNC"
"03.09.01.00.00","Codeine 15mg/5ml Oral solution (Thornton & Ross Ltd)","bnf_chap_id","PNC"
"01.04.02.00.00","Codeine 15mg tablets (Phoenix Healthcare Distribution Ltd)","bnf_chap_id","PNC"
"03.09.02.00.00","Phenylpropanolamine 12.5mg with paracetamol 500mg tablet","bnf_chap_id","PNC"
"04.03.01.00.00","Amitriptyline 75mg modified-release capsules","bnf_chap_id","PNC"
"03.04.01.02.00","Paracetamol 400mg with codeine phosphate 10mg with diphenhydramine 5mg & caffeine 50mg tablet","bnf_chap_id","PNC"
"07.01.03.00.00","Indometacin 25mg capsules (Alliance Healthcare (Distribution) Ltd)","bnf_chap_id","PNC"
"04.03.00.00.00","Lyrica 150mg capsules (Lexon (UK) Ltd)","bnf_chap_id","PNC"
"04.07.00.00.00","Propain Plus caplets (Ceuta Healthcare Ltd)","bnf_chap_id","PNC"
"01.03.05.00.00","Axorid 200mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd)","bnf_chap_id","PNC"
"15.01.02.01.00","Nitrous oxide 50% / Oxygen 50%","bnf_chap_id","PNC"
"10.03.02.50.00","Radian B Ibuprofen Massage stick (Thornton & Ross Ltd)","bnf_chap_id","PNC"
"01.03.04.00.00","Naproxen and misoprostol 500mgwith200microgram combined Tablet","bnf_chap_id","PNC"
"01.02.02.00.00","J Collis Browne's mixture (Thornton & Ross Ltd)","bnf_chap_id","PNC"
"03.09.50.00.00","Sudafed Non-Drowsy Dual Relief capsules (McNeil Products Ltd)","bnf_chap_id","PNC"
"03.04.01.03.00","Cyclizine 30mg with dipipanone 10mg tablets","bnf_chap_id","PNC"
"04.07.03.00.00","Gabapentin 6% gel","bnf_chap_id","PNC"
"04.07.04.01.00","Clotam 200mg Capsule (Thames Laboratories Ltd)","bnf_chap_id","PNC"
"04.07.05.00.00","Paramed Extra Power Pain Control tablets (Galpharm International Ltd)","bnf_chap_id","PNC"
"04.06.59.00.00","Paracetamol with codeine with hyoscine & caffeine tablet","bnf_chap_id","PNC"
"01.01.00.00.00","Resolve effervescent granules 8.09g sachets (G.R. Lane Health Products Ltd)","bnf_chap_id","PNC"
"910811000001103","Pirozip 20 capsules (Ashbourne Pharmaceuticals Ltd)","dmd","PNC"
"14950411000001103","Abstral 200microgram sublingual tablets (Kyowa Kirin Ltd)","dmd","PNC"
"649411000001103","Econac 100mg suppositories (Advanz Pharma)","dmd","PNC"
"11934511000001100","Nurofen Express 200mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","PNC"
"36046611000001100","Indometacin 25mg modified-release tablets","dmd","PNC"
"15363411000001101","Victanyl 50micrograms/hour transdermal patches (Accord Healthcare Ltd)","dmd","PNC"
"36057111000001108","Hydromorphone 10mg/1ml solution for injection ampoules","dmd","PNC"
"9508011000001106","Tilofyl 25micrograms/hour transdermal patches (Tillomed Laboratories Ltd)","dmd","PNC"
"18515001000027104","Dihydrocodeine with paracetamol 20mg with 500mg effervescent tablets","dmd","PNC"
"207575001000027107","Opustan 250mg Capsule (Opus Pharmaceuticals Ltd)","dmd","PNC"
"762311000001104","Froben 50mg tablets (Abbott Laboratories Ltd)","dmd","PNC"
"192565001000027106","MORPHINE SULPHATE 20 MG CAP","dmd","PNC"
"12881511000001103","Mezolar Matrix 12micrograms/hour transdermal patches (Sandoz Ltd)","dmd","PNC"
"2898611000001107","Sevredol 10mg tablets (Napp Pharmaceuticals Ltd)","dmd","PNC"
"36127811000001106","Morphine 90mg modified-release capsules","dmd","PNC"
"222235001000027103","Morphine sulphate 12 100mg Modified-release capsule","dmd","PNC"
"65295001000027109","Co-codamol Effervescent tablet (A A H Pharmaceuticals Ltd)","dmd","PNC"
"644211000001101","Dihydrocodeine 30mg tablets (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"243055001000027103","Vicks sinex decongestant Capsule (Procter & Gamble (Health & Beauty Care) Ltd)","dmd","PNC"
"143915001000027103","Codeine 15mg/5ml Oral solution (Thornton & Ross Ltd)","dmd","PNC"
"341611000001107","Volraman 25mg gastro-resistant tablets (LPC Medical (UK) Ltd)","dmd","PNC"
"48835001000027108","Lobak Tablet (Sanofi-Synthelabo Ltd)","dmd","PNC"
"18341211000001104","Diclofenac potassium 50mg tablets (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"3803111000001102","Codipar 15mg/500mg tablets (Advanz Pharma)","dmd","PNC"
"434411000001103","Valdic 100 Retard tablets (Fannin UK Ltd)","dmd","PNC"
"16073611000001107","Diamorphine 30mg powder for solution for injection vials","dmd","PNC"
"3161411000001104","Arthrotec 75 gastro-resistant tablets (Pfizer Ltd)","dmd","PNC"
"12869811000001101","Zeridame SR 100mg tablets (Actavis UK Ltd)","dmd","PNC"
"134808002","Fentanyl 800microgram lozenges","dmd","PNC"
"11085311000001109","Matrifen 50micrograms/hour transdermal patches (Teva UK Ltd)","dmd","PNC"
"17887711000001101","Codeine 15mg tablets (Phoenix Healthcare Distribution Ltd)","dmd","PNC"
"3038911000001104","Dihydrocodeine 10mg/5ml oral solution (Martindale Pharmaceuticals Ltd)","dmd","PNC"
"9746811000001108","Ibuprofen 200mg caplets (The Boots Company Plc)","dmd","PNC"
"24467111000001102","Reltebon 10mg modified-release tablets (Accord Healthcare Ltd)","dmd","PNC"
"8133411000001105","Lemsip Cold and Flu Sinus 12 Hr Ibuprofen + Pseudoephedrine modified-release capsules (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","PNC"
"322691007","Oxycodone 5mg capsules","dmd","PNC"
"90005001000027108","Mefenamic acid 250mg Capsule (Sandoz Ltd)","dmd","PNC"
"7854611000001106","Dicloflex Retard 100mg tablets (Kent Pharmaceuticals Ltd)","dmd","PNC"
"211405001000027108","M-eslon 10mg Capsule (Trinity Pharmaceuticals Ltd)","dmd","PNC"
"22417811000001101","Oxylan 20mg modified-release tablets (Actavis UK Ltd)","dmd","PNC"
"293811000001108","Froben 100mg suppositories (Abbott Laboratories Ltd)","dmd","PNC"
"10925311000001102","Etopan XL 600mg tablets (Sun Pharmaceutical Industries Europe B.V.)","dmd","PNC"
"161211000001108","Naproxen 500mg tablets (Actavis UK Ltd)","dmd","PNC"
"21817911000001103","Naproxen 500mg gastro-resistant tablets (Waymade Healthcare Plc)","dmd","PNC"
"47735001000027104","Codeine Oral solution (Co-operative)","dmd","PNC"
"547811000001102","Naproxen 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"166015001000027109","Phenylpropanolamine 12.5mg with paracetamol 500mg tablet","dmd","PNC"
"95245001000027104","Amitriptyline 75mg modified-release capsules","dmd","PNC"
"674411000001103","Econacort cream (Bristol-Myers Squibb Pharmaceuticals Ltd)","dmd","PNC"
"15447311000001100","Co-codamol 30mg/500mg effervescent tablets (Actavis UK Ltd)","dmd","PNC"
"10702311000001108","Meloxicam 7.5mg tablets (Somex Pharma)","dmd","PNC"
"357011000001107","Codeine 60mg tablets (Ranbaxy (UK) Ltd)","dmd","PNC"
"4868911000001106","Co-codamol 30mg/500mg tablets (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"17891411000001103","Diclofenac sodium 25mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)","dmd","PNC"
"18618611000001109","Diclofenac potassium 50mg tablets (Phoenix Healthcare Distribution Ltd)","dmd","PNC"
"324411000001109","Surgam 200mg tablets (Sanofi)","dmd","PNC"
"36127211000001105","Morphine 30mg modified-release capsules","dmd","PNC"
"22467711000001105","Tramadol 50mg modified-release capsules (DE Pharmaceuticals)","dmd","PNC"
"20981411000001103","Medinol For Children 120mg/5ml oral suspension (SSL International Plc)","dmd","PNC"
"20968811000001109","Oxylan 10mg modified-release tablets (Healthcare Pharma Ltd)","dmd","PNC"
"196865001000027106","Oramorph sr 100mg Tablet (Boehringer Ingelheim Ltd)","dmd","PNC"
"69905001000027100","MORPHINE SULPHATE 50 MG SUP","dmd","PNC"
"322600003","Pentazocine 50mg capsules","dmd","PNC"
"314311000001108","Balmosa cream (Selsdon Healthcare Ltd)","dmd","PNC"
"175905001000027104","Medised Tablet (SSL International Plc)","dmd","PNC"
"35920311000001103","Tramadol 100mg modified-release tablets","dmd","PNC"
"271511000001104","Codeine 60mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"176475001000027106","Paracetamol 400mg with codeine phosphate 10mg with diphenhydramine 5mg & caffeine 50mg tablet","dmd","PNC"
"67485001000027107","PARACETAMOL 1 GM SUP","dmd","PNC"
"322432009","Morphine sulfate 10mg suppositories","dmd","PNC"
"7997811000001101","Mandafen 400mg tablets (M & A Pharmachem Ltd)","dmd","PNC"
"804711000001107","Voltarol Retard 100mg tablets (Novartis Pharmaceuticals UK Ltd)","dmd","PNC"
"15085711000001107","Fentanyl 25micrograms/hour transdermal patches (Sigma Pharmaceuticals Plc)","dmd","PNC"
"570111000001107","Dicloflex 25mg gastro-resistant tablets (Dexcel-Pharma Ltd)","dmd","PNC"
"387211000001109","Indometacin 25mg capsules (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"22633311000001105","Co-codamol 30mg/500mg caplets (DE Pharmaceuticals)","dmd","PNC"
"17952311000001101","Paracetamol 500mg caplets (Phoenix Healthcare Distribution Ltd)","dmd","PNC"
"424611000001103","Dromadol SR 75mg tablets (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"11055011000001100","Tradorec XL 300mg tablets (Endo Ventures Ltd)","dmd","PNC"
"100805001000027105","MORPHINE TARTRATE/CYCLIZINE TARTRATE 15 MG INJ","dmd","PNC"
"16650211000001108","Diclofenac potassium 50mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"329715007","Indometacin 50mg capsules","dmd","PNC"
"20938311000001108","Longtec 80mg modified-release tablets (Qdem Pharmaceuticals Ltd)","dmd","PNC"
"36131311000001105","Oxycodone 60mg modified-release tablets","dmd","PNC"
"13978411000001104","Voltarol 50mg dispersible tablets (DE Pharmaceuticals)","dmd","PNC"
"4175001000027104","Amitriptyline 50mg Tablet (Berk Pharmaceuticals Ltd)","dmd","PNC"
"203205001000027102","Tramadol sr 50mg Capsule (Hillcross Pharmaceuticals Ltd)","dmd","PNC"
"19865111000001101","Arcoxia 30mg tablets (Lexon (UK) Ltd)","dmd","PNC"
"932511000001106","Dihydrocodeine 30mg tablets (Zentiva)","dmd","PNC"
"99485001000027102","Etodolac 200mg Tablet","dmd","PNC"
"329803004","Mefenamic acid 500mg tablets","dmd","PNC"
"240611000001109","Pethidine 50mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)","dmd","PNC"
"215605001000027106","Codeine phosphate 8mg with Paracetamol 500mg capsules","dmd","PNC"
"915611000001105","Paracetamol 500mg soluble tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"144715001000027106","Tolmetin 400mg Capsule","dmd","PNC"
"18749611000001102","Paracetamol Extra Strength Pain Relief tablets (Galpharm International Ltd)","dmd","PNC"
"12131111000001109","Morphine hydrochloride 10mg/5ml oral solution (Special Order)","dmd","PNC"
"17668011000001105","PecFent 100micrograms/dose nasal spray (Kyowa Kirin Ltd)","dmd","PNC"
"160145001000027102","Mobiflex 20mg Tablet (Roche Products Ltd)","dmd","PNC"
"12292411000001102","Diamorphine 5mg/5ml oral solution","dmd","PNC"
"3313611000001105","Ibuprofen 200mg tablets (Zentiva)","dmd","PNC"
"14601611000001103","Nurofen Express 512mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","PNC"
"222185001000027108","Morcap sr 20mg Modified-release capsule (Faulding Pharmaceuticals (Dbl))","dmd","PNC"
"421136001","Fentanyl 40micrograms/dose transdermal system","dmd","PNC"
"24403511000001100","Morphine sulfate 10mg/1ml solution for injection ampoules (DE Pharmaceuticals)","dmd","PNC"
"36127611000001107","Morphine 60mg modified-release capsules","dmd","PNC"
"35910211000001100","Benorilate 2g/5ml oral suspension sugar free","dmd","PNC"
"246195001000027108","Tramadol (roi) Tablet","dmd","PNC"
"138735001000027103","Tramadol 50mg Capsule (Tillomed Laboratories Ltd)","dmd","PNC"
"36119911000001103","Fentanyl 100micrograms/hour transdermal patches","dmd","PNC"
"228511000001105","Paracetamol 500mg tablets (Actavis UK Ltd)","dmd","PNC"
"563011000001105","Feldene 20mg suppositories (Pfizer Ltd)","dmd","PNC"
"154745001000027105","Panaleve plus 120mg/5ml Oral suspension sugar free (Pinewood Healthcare)","dmd","PNC"
"269811000001107","Pethidine 50mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"187745001000027104","CODEINE PHOS/EPHEDRINE HYD/PROMETHAZINE LIN","dmd","PNC"
"109635001000027109","Dextromoramide 5mg/ml injection","dmd","PNC"
"18663511000001100","Palexia SR 50mg tablets (Grunenthal Ltd)","dmd","PNC"
"10194911000001107","Solpadeine Migraine Ibuprofen & Codeine tablets (Omega Pharma Ltd)","dmd","PNC"
"603311000001104","Naproxen 250mg gastro-resistant tablets (Teva UK Ltd)","dmd","PNC"
"133615001000027103","Narphen 5mg Tablet (Smith & Nephew Healthcare Ltd)","dmd","PNC"
"93525001000027104","Codeine phosphate 15mg/5ml diabetic oral solution","dmd","PNC"
"103785001000027107","Codeine phosphate 8mg with paracetamol 500mg tablets","dmd","PNC"
"53385001000027108","Diamorphine hydrochloride 10mg Injection (Approved Prescription Services Ltd)","dmd","PNC"
"302411000001106","Diclofenac sodium 50mg gastro-resistant tablets (Kent Pharmaceuticals Ltd)","dmd","PNC"
"4035511000001101","Zomorph 200mg modified-release capsules (Ethypharm UK Ltd)","dmd","PNC"
"159945001000027101","Paracetamol 500mg/5ml oral suspension sugar free","dmd","PNC"
"415611000001108","Arthrofen 600 tablets (Ashbourne Pharmaceuticals Ltd)","dmd","PNC"
"93405001000027103","Diamorphine hydrochloride 100mg powder for injection solution","dmd","PNC"
"12790511000001106","Tramulief SR 150mg tablets (Advanz Pharma)","dmd","PNC"
"17236211000001105","Morphine sulfate 30mg/30ml solution for infusion vials","dmd","PNC"
"103795001000027106","Codeine phosphate 8mg with paracetamol 500mg effervescent tablets","dmd","PNC"
"18711000001102","Celebrex 100mg capsules (Upjohn UK Ltd)","dmd","PNC"
"4383411000001108","Morphine sulfate 10mg/1ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)","dmd","PNC"
"158785001000027102","Pethidine 50mg/ml intramuscular injection (Roche Products Ltd)","dmd","PNC"
"316811000001106","Calpol Six Plus 250mg/5ml oral suspension (McNeil Products Ltd)","dmd","PNC"
"732311000001106","Jomethid XL 200mg capsules (Actavis UK Ltd)","dmd","PNC"
"35921011000001105","Tramadol 400mg modified-release tablets","dmd","PNC"
"165815001000027107","Co-dydramol 10mg+500mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)","dmd","PNC"
"605911000001102","Voltarol Rapid 50mg tablets (Novartis Pharmaceuticals UK Ltd)","dmd","PNC"
"445711000001109","Brufen 100mg/5ml syrup (Mylan)","dmd","PNC"
"175875001000027103","Paracetamol with promethazine hydrochloride 120mg+1.5mg/5ml suspension","dmd","PNC"
"17614211000001105","Brufen 600mg effervescent granules sachets (Necessity Supplies Ltd)","dmd","PNC"
"15850911000001105","Targinact 5mg/2.5mg modified-release tablets (Napp Pharmaceuticals Ltd)","dmd","PNC"
"16685001000027100","Lederfen 450mg Tablet (Wyeth Pharmaceuticals)","dmd","PNC"
"23854511000001100","Codeine 30mg tablets (DE Pharmaceuticals)","dmd","PNC"
"549811000001105","Co-codamol 30mg/500mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"80415001000027104","FENOPRON 200 MG TAB","dmd","PNC"
"247711000001104","Distalgesic 32.5mg/325mg tablets (Meda Pharmaceuticals Ltd)","dmd","PNC"
"438511000001106","Codeine 30mg tablets (Wockhardt UK Ltd)","dmd","PNC"
"98125001000027105","VOLTAROL 75 MG INJ","dmd","PNC"
"59345001000027102","Tryptizol mr 75mg Modified-release capsule (Merck Sharp & Dohme Ltd)","dmd","PNC"
"329649006","Flurbiprofen 100mg tablets","dmd","PNC"
"871711000001104","Co-dydramol 10mg/500mg tablets (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"322556006","Dipipanone 10mg / Cyclizine 30mg tablets","dmd","PNC"
"186995001000027103","CO-CODAMOL EFF 30MG/500MG TAB","dmd","PNC"
"122811000001109","Mefenamic acid 500mg tablets (Zentiva)","dmd","PNC"
"362111000001102","Zydol SR 150mg tablets (Grunenthal Ltd)","dmd","PNC"
"3453511000001105","Oramorph 20mg/ml concentrated oral solution (Boehringer Ingelheim Ltd)","dmd","PNC"
