"Code","Desc","Type","Comorb"
"H313.","Mixed simple and mucopurulent chronic bronchitis","read_v2","COP"
"H310.","Simple chronic bronchitis","read_v2","COP"
"H3123","Bronchiolitis obliterans","read_v2","COP"
"H320.","Chronic bullous emphysema","read_v2","COP"
"H312.","Obstructive chronic bronchitis","read_v2","COP"
"H32z.","Emphysema NOS","read_v2","COP"
"H3111","Fetid chronic bronchitis","read_v2","COP"
"H3110","Purulent chronic bronchitis","read_v2","COP"
"H32y.","Other emphysema","read_v2","COP"
"H312z","Obstructive chronic bronchitis NOS","read_v2","COP"
"H31y1","Chronic tracheobronchitis","read_v2","COP"
"H321.","Panlobular emphysema","read_v2","COP"
"H3200","Segmental bullous emphysema","read_v2","COP"
"H32y1","Acute interstitial emphysema","read_v2","COP"
"H3202","Giant bullous emphysema","read_v2","COP"
"H310z","Simple chronic bronchitis NOS","read_v2","COP"
"H311z","Mucopurulent chronic bronchitis NOS","read_v2","COP"
"H32y2","MacLeod's unilateral emphysema","read_v2","COP"
"H31y.","Other chronic bronchitis","read_v2","COP"
"H31yz","Other chronic bronchitis NOS","read_v2","COP"
"H3201","Zonal bullous emphysema","read_v2","COP"
"H32y0","Acute vesicular emphysema","read_v2","COP"
"H39..","Very severe chronic obstructive pulmonary disease","read_v2","COP"
"14OX.","At risk of chronic obstructive pulmonary diseas exacerbation","read_v2","COP"
"H3203","Bullous emphysema with collapse","read_v2","COP"
"14B3.","History of chronic obstructive pulmonary disease","read_v2","COP"
"H3A..","End stage chronic obstructive airways disease","read_v2","COP"
"XE2Pp","","read_ctv3","COP"
"XM1R4","H/O: bronchitis","read_ctv3","COP"
"XaPzu","At risk of chronic obstructive pulmonary disease exacerbation","read_ctv3","COP"
"XE0YM","Purulent chronic bronchitis","read_ctv3","COP"
"X101l","Bronchiolitis obliterans","read_ctv3","COP"
"XE0YN","Bullous emphysema with collapse","read_ctv3","COP"
"XM1Qc","Tension pneumatocele","read_ctv3","COP"
"XE0YO","Atrophic (senile) emphysema","read_ctv3","COP"
"H581.","Acute interstitial emphysema","read_ctv3","COP"
"XaIQg","Interstitial pulmonary emphysema","read_ctv3","COP"
"XE0YP","Other emphysema NOS","read_ctv3","COP"
"XaEIV","Mild chronic obstructive pulmonary disease","read_ctv3","COP"
"XaEIW","Moderate chronic obstructive pulmonary disease","read_ctv3","COP"
"XaEIY","Severe chronic obstructive pulmonary disease","read_ctv3","COP"
"XaN4a","Very severe chronic obstructive pulmonary disease","read_ctv3","COP"
"XaIND","End stage chronic obstructive airways disease","read_ctv3","COP"
"X101i","Chronic obstructive pulmonary disease with acute exacerbation, unspecified","read_ctv3","COP"
"G3...","Ischaemic heart disease","read_v2","CHD"
"G30..","Acute myocardial infarction","read_v2","CHD"
"7928z","Transluminal balloon angioplasty of coronary artery NOS","read_v2","CHD"
"792..","Coronary artery bypass graft operations","read_v2","CHD"
"G340.","Coronary artery disease","read_v2","CHD"
"G33z3","Angina on effort","read_v2","CHD"
"G33..","Angina pectoris","read_v2","CHD"
"G311.","Unstable angina","read_v2","CHD"
"G3z..","Ischaemic heart disease NOS","read_v2","CHD"
"G308.","Inferior myocardial infarction NOS","read_v2","CHD"
"G3410","Ventricular cardiac aneurysm","read_v2","CHD"
"7928.","Transluminal balloon angioplasty of coronary artery","read_v2","CHD"
"792Dy","Other specified other bypass of coronary artery","read_v2","CHD"
"G307.","Acute subendocardial infarction","read_v2","CHD"
"G3400","Single coronary vessel disease","read_v2","CHD"
"G32..","Old myocardial infarction","read_v2","CHD"
"ZV45K","[V]Presence of coronary artery bypass graft","read_v2","CHD"
"G3401","Double coronary vessel disease","read_v2","CHD"
"G301.","Other specified anterior myocardial infarction","read_v2","CHD"
"79275","Open angioplasty of coronary artery","read_v2","CHD"
"7929y","Other therapeutic transluminal op on coronary artery OS","read_v2","CHD"
"G341.","Aneurysm of heart","read_v2","CHD"
"14A5.","H/O: angina pectoris","read_v2","CHD"
"ZV45L","[V]Status following coronary angioplasty NOS","read_v2","CHD"
"7921.","Other autograft bypass of coronary artery","read_v2","CHD"
"7920y","Saphenous vein graft replacement of coronary artery OS","read_v2","CHD"
"G343.","Ischaemic cardiomyopathy","read_v2","CHD"
"G3111","Unstable angina","read_v2","CHD"
"79202","Saphenous vein graft replacement of three coronary arteries","read_v2","CHD"
"7921z","Other autograft replacement of coronary artery NOS","read_v2","CHD"
"79201","Saphenous vein graft replacement of two coronary arteries","read_v2","CHD"
"G33z2","Syncope anginosa","read_v2","CHD"
"7920.","Saphenous vein graft bypass of coronary artery","read_v2","CHD"
"G37..","Cardiac syndrome X","read_v2","CHD"
"79200","Saphenous vein graft replacement of one coronary artery","read_v2","CHD"
"G302.","Acute inferolateral infarction","read_v2","CHD"
"79294","Insertion of coronary artery stent","read_v2","CHD"
"G31y0","Acute coronary insufficiency","read_v2","CHD"
"G31y.","Other acute and subacute ischaemic heart disease","read_v2","CHD"
"G3070","Acute non-Q wave infarction","read_v2","CHD"
"G33z5","Post infarct angina","read_v2","CHD"
"79212","Autograft replacement of three coronary arteries NEC","read_v2","CHD"
"G3071","Acute non-ST segment elevation myocardial infarction","read_v2","CHD"
"792z.","Coronary artery operations NOS","read_v2","CHD"
"G331.","Variant angina pectoris","read_v2","CHD"
"79203","Saphenous vein graft replacement of four+ coronary arteries","read_v2","CHD"
"G3115","Acute coronary syndrome","read_v2","CHD"
"G300.","Acute anterolateral infarction","read_v2","CHD"
"G30X0","Acute ST segment elevation myocardial infarction","read_v2","CHD"
"SP076","Coronary artery bypass graft occlusion","read_v2","CHD"
"G33z7","Stable angina","read_v2","CHD"
"G30z.","Acute myocardial infarction NOS","read_v2","CHD"
"G301z","Anterior myocardial infarction NOS","read_v2","CHD"
"G305.","Lateral myocardial infarction NOS","read_v2","CHD"
"G310.","Dressler's syndrome","read_v2","CHD"
"G34z.","Other chronic ischaemic heart disease NOS","read_v2","CHD"
"G30A.","Mural thrombosis","read_v2","CHD"
"G3112","Angina at rest","read_v2","CHD"
"G3011","Acute anteroseptal infarction","read_v2","CHD"
"G3114","Worsening angina","read_v2","CHD"
"G3300","Nocturnal angina","read_v2","CHD"
"ZV458","[V]Presence of coronary angioplasty implant and graft","read_v2","CHD"
"79280","Percut transluminal balloon angioplasty one coronary artery","read_v2","CHD"
"G35..","Subsequent myocardial infarction","read_v2","CHD"
"G34z0","Asymptomatic coronary heart disease","read_v2","CHD"
"ZV457","[V]Presence of aortocoronary bypass graft","read_v2","CHD"
"79293","Rotary blade coronary angioplasty","read_v2","CHD"
"7923z","Prosthetic replacement of coronary artery NOS","read_v2","CHD"
"7923.","Prosthetic replacement of coronary artery","read_v2","CHD"
"79211","Autograft replacement of two coronary arteries NEC","read_v2","CHD"
"G330.","Angina decubitus","read_v2","CHD"
"7A6G1","Peroperative angioplasty","read_v2","CHD"
"G31y3","Transient myocardial ischaemia","read_v2","CHD"
"792B0","Endarterectomy of coronary artery NEC","read_v2","CHD"
"G3y..","Other specified ischaemic heart disease","read_v2","CHD"
"79253","LIMA single anastomosis","read_v2","CHD"
"79290","Percutaneous transluminal laser coronary angioplasty","read_v2","CHD"
"G34y1","Chronic myocardial ischaemia","read_v2","CHD"
"G361.","Atrial septal defect/curr comp folow acut myocardal infarct","read_v2","CHD"
"G304.","Posterior myocardial infarction NOS","read_v2","CHD"
"G360.","Haemopericardium/current comp folow acut myocard infarct","read_v2","CHD"
"G34y0","Chronic coronary insufficiency","read_v2","CHD"
"7929.","Other therapeutic transluminal operations on coronary artery","read_v2","CHD"
"G33z.","Angina pectoris NOS","read_v2","CHD"
"G33z6","New onset angina","read_v2","CHD"
"G31..","Other acute and subacute ischaemic heart disease","read_v2","CHD"
"G31yz","Other acute and subacute ischaemic heart disease NOS","read_v2","CHD"
"G34..","Other chronic ischaemic heart disease","read_v2","CHD"
"G33zz","Angina pectoris NOS","read_v2","CHD"
"G30y0","Acute atrial infarction","read_v2","CHD"
"7925.","Creation of bypass from mammary artery to coronary artery","read_v2","CHD"
"G344.","Silent myocardial ischaemia","read_v2","CHD"
"G366.","Thrombosis atrium,auric append&vent/curr comp foll acute MI","read_v2","CHD"
"G303.","Acute inferoposterior infarction","read_v2","CHD"
"G30X.","Acute transmural myocardial infarction of unspecif site","read_v2","CHD"
"G330z","Angina decubitus NOS","read_v2","CHD"
"G309.","Acute Q-wave infarct","read_v2","CHD"
"79251","Double implant of mammary arteries into coronary arteries","read_v2","CHD"
"79242","Revision of bypass for three coronary arteries","read_v2","CHD"
"7922.","Allograft replacement of coronary artery","read_v2","CHD"
"792y.","Other specified operations on coronary artery","read_v2","CHD"
"7929z","Other therapeutic transluminal op on coronary artery NOS","read_v2","CHD"
"G38..","Postoperative myocardial infarction","read_v2","CHD"
"G33z4","Ischaemic chest pain","read_v2","CHD"
"G30B.","Acute posterolateral myocardial infarction","read_v2","CHD"
"7924.","Revision of bypass for coronary artery","read_v2","CHD"
"792Dz","Other bypass of coronary artery NOS","read_v2","CHD"
"792B.","Repair of coronary artery NEC","read_v2","CHD"
"79291","Percut transluminal coronary thrombolysis with streptokinase","read_v2","CHD"
"79250","Double anastomosis of mammary arteries to coronary arteries","read_v2","CHD"
"79281","Percut translum balloon angioplasty mult coronary arteries","read_v2","CHD"
"G3113","Refractory angina","read_v2","CHD"
"G34y.","Other specified chronic ischaemic heart disease","read_v2","CHD"
"G30y.","Other acute myocardial infarction","read_v2","CHD"
"792D.","Other bypass of coronary artery","read_v2","CHD"
"792A.","Diagnostic transluminal operations on coronary artery","read_v2","CHD"
"G501.","Post infarction pericarditis","read_v2","CHD"
"14A3.","H/O: myocardial infarct <60","read_v2","CHD"
"G34yz","Other specified chronic ischaemic heart disease NOS","read_v2","CHD"
"G36..","Certain current complication follow acute myocardial infarct","read_v2","CHD"
"G342.","Atherosclerotic cardiovascular disease","read_v2","CHD"
"G332.","Coronary artery spasm","read_v2","CHD"
"G362.","Ventric septal defect/curr comp fol acut myocardal infarctn","read_v2","CHD"
"7925y","Connection of mammary artery to coronary artery OS","read_v2","CHD"
"G351.","Subsequent myocardial infarction of inferior wall","read_v2","CHD"
"7A545","Rotary blade angioplasty","read_v2","CHD"
"G312.","Coronary thrombosis not resulting in myocardial infarction","read_v2","CHD"
"Gyu30","[X]Other forms of angina pectoris","read_v2","CHD"
"G31y2","Subendocardial ischaemia","read_v2","CHD"
"14A4.","H/O: myocardial infarct >60","read_v2","CHD"
"G3010","Acute anteroapical infarction","read_v2","CHD"
"G30y2","Acute septal infarction","read_v2","CHD"
"7928y","Transluminal balloon angioplasty of coronary artery OS","read_v2","CHD"
"G341z","Aneurysm of heart NOS","read_v2","CHD"
"7927z","Other open operation on coronary artery NOS","read_v2","CHD"
"G384.","Postoperative subendocardial myocardial infarction","read_v2","CHD"
"79295","Insertion of drug-eluting coronary artery stent","read_v2","CHD"
"79282","Percut translum balloon angioplasty bypass graft coronary a","read_v2","CHD"
"79213","Autograft replacement of four of more coronary arteries NEC","read_v2","CHD"
"793G.","Perc translumin balloon angioplasty stenting coronary artery","read_v2","CHD"
"79210","Autograft replacement of one coronary artery NEC","read_v2","CHD"
"792Bz","Repair of coronary artery NOS","read_v2","CHD"
"79252","Single anast mammary art to left ant descend coronary art","read_v2","CHD"
"79223","Allograft replacement of four or more coronary arteries","read_v2","CHD"
"G350.","Subsequent myocardial infarction of anterior wall","read_v2","CHD"
"79222","Allograft replacement of three coronary arteries","read_v2","CHD"
"G30yz","Other acute myocardial infarction NOS","read_v2","CHD"
"G380.","Postoperative transmural myocardial infarction anterior wall","read_v2","CHD"
"G35X.","Subsequent myocardial infarction of unspecified site","read_v2","CHD"
"G381.","Postoperative transmural myocardial infarction inferior wall","read_v2","CHD"
"7927.","Other open operations on coronary artery","read_v2","CHD"
"79273","Transposition of coronary artery NEC","read_v2","CHD"
"7922z","Allograft replacement of coronary artery NOS","read_v2","CHD"
"14AH.","H/O: Myocardial infarction in last year","read_v2","CHD"
"7920z","Saphenous vein graft replacement coronary artery NOS","read_v2","CHD"
"79274","Exploration of coronary artery","read_v2","CHD"
"79240","Revision of bypass for one coronary artery","read_v2","CHD"
"G311z","Preinfarction syndrome NOS","read_v2","CHD"
"G33z1","Stenocardia","read_v2","CHD"
"792C0","Replacement of coronary arteries using multiple methods","read_v2","CHD"
"G3110","MI - myocardial infarction aborted","read_v2","CHD"
"792C.","Other replacement of coronary artery","read_v2","CHD"
"792Ay","Diagnostic transluminal operation on coronary artery OS","read_v2","CHD"
"7925z","Connection of mammary artery to coronary artery NOS","read_v2","CHD"
"14AJ.","H/O: Angina in last year","read_v2","CHD"
"79221","Allograft replacement of two coronary arteries","read_v2","CHD"
"7924z","Revision of bypass for coronary artery NOS","read_v2","CHD"
"K306 ","","read_v2","CHD"
"K3043","","read_v2","CHD"
"G363.","Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI","read_v2","CHD"
"G3412","Aneurysm of coronary vessels","read_v2","CHD"
"7922y","Other specified allograft replacement of coronary artery","read_v2","CHD"
"G364.","Ruptur chordae tendinae/curr comp fol acute myocard infarct","read_v2","CHD"
"793G0","Perc translum ball angio insert 1-2 drug elut stents cor art","read_v2","CHD"
"79263","Single implantation thoracic artery into coronary artery NEC","read_v2","CHD"
"793Gz","Perc translum balloon angioplasty stenting coronary art NOS","read_v2","CHD"
"792Az","Diagnostic transluminal operation on coronary artery NOS","read_v2","CHD"
"7921y","Other autograft replacement of coronary artery OS","read_v2","CHD"
"79260","Double anastom thoracic arteries to coronary arteries NEC","read_v2","CHD"
"G30y1","Acute papillary muscle infarction","read_v2","CHD"
"79245","Revision of implantation of thoracic artery into heart","read_v2","CHD"
"G306.","True posterior myocardial infarction","read_v2","CHD"
"7A6H3","Prosthetic graft patch angioplasty","read_v2","CHD"
"79232","Prosthetic replacement of three coronary arteries","read_v2","CHD"
"G33z0","Status anginosus","read_v2","CHD"
"79292","Percut translum inject therap subst to coronary artery NEC","read_v2","CHD"
"79231","Prosthetic replacement of two coronary arteries","read_v2","CHD"
"7A6H4","Percutaneous transluminal angioplasty of vascular graft","read_v2","CHD"
"G3411","Other cardiac wall aneurysm","read_v2","CHD"
"79241","Revision of bypass for two coronary arteries","read_v2","CHD"
"79262","Single anastomosis of thoracic artery to coronary artery NEC","read_v2","CHD"
"79233","Prosthetic replacement of four or more coronary arteries","read_v2","CHD"
"79254","Single implantation of mammary artery into coronary artery","read_v2","CHD"
"G31y1","Microinfarction of heart","read_v2","CHD"
"G38z.","Postoperative myocardial infarction, unspecified","read_v2","CHD"
"792By","Other specified repair of coronary artery","read_v2","CHD"
"G365.","Rupture papillary muscle/curr comp fol acute myocard infarct","read_v2","CHD"
"79220","Allograft replacement of one coronary artery","read_v2","CHD"
"792Cz","Replacement of coronary artery NOS","read_v2","CHD"
"G353.","Subsequent myocardial infarction of other sites","read_v2","CHD"
"7926z","Connection of other thoracic artery to coronary artery NOS","read_v2","CHD"
"4109N","","read_v2","CHD"
"4139N","","read_v2","CHD"
"4139U","","read_v2","CHD"
"4119N","","read_v2","CHD"
"4139","","read_v2","CHD"
"4130","","read_v2","CHD"
"4109H","","read_v2","CHD"
"4100N","","read_v2","CHD"
"4109T","","read_v2","CHD"
"429 A","","read_v2","CHD"
"4119P","","read_v2","CHD"
"4109C","","read_v2","CHD"
"4139A","","read_v2","CHD"
"4129T","","read_v2","CHD"
"4139M","","read_v2","CHD"
"4139C","","read_v2","CHD"
"4139E","","read_v2","CHD"
"4130E","","read_v2","CHD"
"4129B","","read_v2","CHD"
"793G2","Perc translum balloon angioplasty insert 1-2 stents cor art","read_v2","CHD"
"79283","Percut translum cutting balloon angioplasty coronary artery","read_v2","CHD"
"793G1","Perc tran ball angio ins 3 or more drug elut stents cor art","read_v2","CHD"
"4139P","","read_v2","CHD"
"4100T","","read_v2","CHD"
"G3413","Acquired atrioventricular fistula of heart","read_v2","CHD"
"79230","Prosthetic replacement of one coronary artery","read_v2","CHD"
"793G3","Percutaneous cor balloon angiop 3 more stents cor art NEC","read_v2","CHD"
"79296","Percutaneous transluminal atherectomy of coronary artery","read_v2","CHD"
"793H0","Percutaneous transluminal balloon dilation cardiac conduit","read_v2","CHD"
"792Cy","Other specified replacement of coronary artery","read_v2","CHD"
"7927y","Other specified other open operation on coronary artery","read_v2","CHD"
"7926.","Connection of other thoracic artery to coronary artery","read_v2","CHD"
"Gyu34","[X]Acute transmural myocardial infarction of unspecif site","read_v2","CHD"
"7924y","Other specified revision of bypass for coronary artery","read_v2","CHD"
"Gyu36","[X]Subsequent myocardial infarction of unspecified site","read_v2","CHD"
"79243","Revision of bypass for four or more coronary arteries","read_v2","CHD"
"G39..","Coronary microvascular disease","read_v2","CHD"
"G383.","Postoperative transmural myocardial infarction unspec site","read_v2","CHD"
"Gyu35","[X]Subsequent myocardial infarction of other sites","read_v2","CHD"
"XaBL1","H/O: Myocardial infarction in last year","read_ctv3","CHD"
"XaBL2","H/O: Angina in last year","read_ctv3","CHD"
"XE0Em","Coronary artery operation","read_ctv3","CHD"
"X00tE","Coronary artery bypass graft operations","read_ctv3","CHD"
"XE0En","Double anastomosis of mammary arteries to coronary arteries","read_ctv3","CHD"
"XM1M3","LIMA sequential anastomosis","read_ctv3","CHD"
"XM1M4","RIMA sequential anastomosis","read_ctv3","CHD"
"XE2Px","Single anastomosis of mammary artery to coronary artery NEC","read_ctv3","CHD"
"XM1LR","LIMA single anastomosis","read_ctv3","CHD"
"XM1LS","RIMA single anastomosis","read_ctv3","CHD"
"XaMKE","Percutaneous transluminal cutting balloon angioplasty of coronary artery","read_ctv3","CHD"
"X00tU","Insertion of coronary artery stent","read_ctv3","CHD"
"XaLSD","Insertion of drug-eluting coronary artery stent","read_ctv3","CHD"
"X00tO","Percutaneous transluminal atherectomy of coronary artery","read_ctv3","CHD"
"XaLgU","Percutaneous transluminal balloon angioplasty and stenting of coronary artery","read_ctv3","CHD"
"XaLgV","Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug eluting stents into coronary artery","read_ctv3","CHD"
"XaLgW","Percutaneous transluminal balloon angioplasty and insertion of 3 or more drug eluting stents into coronary artery","read_ctv3","CHD"
"XaLgX","Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery","read_ctv3","CHD"
"XaLgY","Percutaneous coronary balloon angioplasty and 3 or more stents into coronary artery NEC","read_ctv3","CHD"
"XaLga","Percutaneous transluminal balloon angioplasty and stenting of coronary artery NOS","read_ctv3","CHD"
"XaLgc","Percutaneous transluminal balloon dilation of cardiac conduit","read_ctv3","CHD"
"XaDyk","Prosthetic graft patch angioplasty","read_ctv3","CHD"
"XaDyl","Percutaneous transluminal angioplasty of vascular graft","read_ctv3","CHD"
"XE2uV","Ischaemic heart disease","read_ctv3","CHD"
"XM0rN","Coronary atherosclerosis","read_ctv3","CHD"
"XE0Uh","Acute myocardial infarction","read_ctv3","CHD"
"X200E","Myocardial infarction","read_ctv3","CHD"
"X200e","Cardiac rupture after acute myocardial infarction","read_ctv3","CHD"
"X200a","Silent myocardial infarction","read_ctv3","CHD"
"X203v","Thrombosis - coronary","read_ctv3","CHD"
"XaAzi","Acute non-Q wave infarction","read_ctv3","CHD"
"XaIwY","Acute non-ST segment elevation myocardial infarction","read_ctv3","CHD"
"XaAC3","Acute Q-wave infarct","read_ctv3","CHD"
"X202q","Mural thrombosis","read_ctv3","CHD"
"XaJX0","Acute posterolateral myocardial infarction","read_ctv3","CHD"
"XaIwM","Acute ST segment elevation myocardial infarction","read_ctv3","CHD"
"XE0Ui","Worsening angina","read_ctv3","CHD"
"X2007","Angina at rest","read_ctv3","CHD"
"X2009","Unstable angina","read_ctv3","CHD"
"XaFsG","Refractory angina","read_ctv3","CHD"
"XaINF","Acute coronary syndrome","read_ctv3","CHD"
"XaFsH","Transient myocardial ischaemia","read_ctv3","CHD"
"XE2aA","Old myocardial infarction","read_ctv3","CHD"
"XaQk7","History of myocardial infarction","read_ctv3","CHD"
"X200B","Coronary artery spasm","read_ctv3","CHD"
"Xa7nH","Angina on effort","read_ctv3","CHD"
"Ua1eH","Ischaemic chest pain","read_ctv3","CHD"
"XaEXt","Post infarct angina","read_ctv3","CHD"
"X200A","New onset angina","read_ctv3","CHD"
"X2008","Stable angina","read_ctv3","CHD"
"X2006","Triple vessel disease of the heart","read_ctv3","CHD"
"XE0Uk","Other cardiac wall aneurysm","read_ctv3","CHD"
"XM1Qk","Mural cardiac aneurysm","read_ctv3","CHD"
"G70..","Atherosclerotic cardiovascular disease","read_ctv3","CHD"
"X200D","Silent myocardial ischaemia","read_ctv3","CHD"
"XaG1Q","Asymptomatic coronary heart disease","read_ctv3","CHD"
"X200d","Ventricular septal defect as current complication following acute myocardial infarction","read_ctv3","CHD"
"X200c","Cardiac syndrome X","read_ctv3","CHD"
"XaD2b","Postoperative myocardial infarction","read_ctv3","CHD"
"XaD2d","Postoperative transmural myocardial infarction of anterior wall","read_ctv3","CHD"
"XaD2e","Postoperative transmural myocardial infarction of inferior wall","read_ctv3","CHD"
"XaD2g","Postoperative transmural myocardial infarction of unspecified site","read_ctv3","CHD"
"XaD2h","Postoperative subendocardial myocardial infarction","read_ctv3","CHD"
"XaD2i","Postoperative myocardial infarction, unspecified","read_ctv3","CHD"
"XaYYq","Coronary microvascular disease","read_ctv3","CHD"
"X201u","Post-infarction pericarditis","read_ctv3","CHD"
"XaJIU","Coronary artery bypass graft occlusion","read_ctv3","CHD"
"XaBEB","[V]Presence of coronary artery bypass graft","read_ctv3","CHD"
"XaC1g","[V]Status following coronary angioplasty NOS","read_ctv3","CHD"
"E00..","Senile/presenile dementia","read_v2","DEM"
"F110.","Alzheimer's disease","read_v2","DEM"
"Eu02z","[X] Senile dementia NOS","read_v2","DEM"
"1461.","H/O: dementia","read_v2","DEM"
"Eu01.","[X]Vascular dementia","read_v2","DEM"
"E000.","Uncomplicated senile dementia","read_v2","DEM"
"F116.","Lewy body disease","read_v2","DEM"
"Eu00.","[X]Dementia in Alzheimer's disease","read_v2","DEM"
"Eu00z","[X]Alzheimer's dementia unspec","read_v2","DEM"
"E004.","Multi infarct dementia","read_v2","DEM"
"Eu012","[X]Subcortical vascular dementia","read_v2","DEM"
"Eu023","[X]Dementia in Parkinson's disease","read_v2","DEM"
"F111.","Pick's disease","read_v2","DEM"
"Eu011","[X]Multi-infarct dementia","read_v2","DEM"
"Eu001","[X]Senile dementia,Alzheimer's type","read_v2","DEM"
"Eu02.","[X]Dementia in other diseases classified elsewhere","read_v2","DEM"
"E001.","Presenile dementia","read_v2","DEM"
"F1100","Alzheimer's disease with early onset","read_v2","DEM"
"E0020","Senile dementia with paranoia","read_v2","DEM"
"Eu01z","[X]Vascular dementia, unspecified","read_v2","DEM"
"E0021","Senile dementia with depression","read_v2","DEM"
"E041.","Dementia in conditions EC","read_v2","DEM"
"Eu000","[X]Presenile dementia,Alzheimer's type","read_v2","DEM"
"Eu025","[X]Lewy body dementia","read_v2","DEM"
"Eu107","[X]Alcoholic dementia NOS","read_v2","DEM"
"E012.","Alcoholic dementia NOS","read_v2","DEM"
"E0013","Presenile dementia with depression","read_v2","DEM"
"Eu020","[X]Dementia in Pick's disease","read_v2","DEM"
"E0012","Presenile dementia with paranoia","read_v2","DEM"
"Eu002","[X]Dementia in Alzheimer's dis, atypical or mixed type","read_v2","DEM"
"Eu013","[X]Mixed cortical and subcortical vascular dementia","read_v2","DEM"
"F1101","Alzheimer's disease with late onset","read_v2","DEM"
"Eu022","[X]Dementia in Huntington's disease","read_v2","DEM"
"E003.","Senile dementia with delirium","read_v2","DEM"
"E001z","Presenile dementia NOS","read_v2","DEM"
"E002z","Senile dementia with depressive or paranoid features NOS","read_v2","DEM"
"Eu024","[X]Dementia in human immunodef virus [HIV] disease","read_v2","DEM"
"E004z","Arteriosclerotic dementia NOS","read_v2","DEM"
"E0010","Uncomplicated presenile dementia","read_v2","DEM"
"E0040","Uncomplicated arteriosclerotic dementia","read_v2","DEM"
"E0043","Arteriosclerotic dementia with depression","read_v2","DEM"
"E002.","Senile dementia with depressive or paranoid features","read_v2","DEM"
"Eu010","[X]Vascular dementia of acute onset","read_v2","DEM"
"E0011","Presenile dementia with delirium","read_v2","DEM"
"Eu041","[X]Delirium superimposed on dementia","read_v2","DEM"
"Eu021","[X]Dementia in Creutzfeldt-Jakob disease","read_v2","DEM"
"Eu01y","[X]Other vascular dementia","read_v2","DEM"
"E0042","Arteriosclerotic dementia with paranoia","read_v2","DEM"
"E0041","Arteriosclerotic dementia with delirium","read_v2","DEM"
"Fyu30","[X]Other Alzheimer's disease","read_v2","DEM"
"Eu02y","[X]Dementia in other specified diseases classif elsewhere","read_v2","DEM"
"XE1Xr","Senile and presenile organic psychotic conditions","read_ctv3","DEM"
"X00R2","Senile dementia","read_ctv3","DEM"
"X002w","Dementia","read_ctv3","DEM"
"XE1Xs","Arteriosclerotic dementia","read_ctv3","DEM"
"Xa0lH","Multi-infarct dementia","read_ctv3","DEM"
"XE1Xu","Other alcoholic dementia","read_ctv3","DEM"
"X00Rk","Alcoholic dementia NOS","read_ctv3","DEM"
"X002x","Dementia in Alzheimer's disease with early onset","read_ctv3","DEM"
"X0030","Dementia in Alzheimer's disease with late onset","read_ctv3","DEM"
"X003R","Vascular dementia of acute onset","read_ctv3","DEM"
"X003T","Subcortical vascular dementia","read_ctv3","DEM"
"X003V","Mixed cortical and subcortical vascular dementia","read_ctv3","DEM"
"X003P","Acquired immune deficiency syndrome dementia complex","read_ctv3","DEM"
"XaKyY","[X]Lewy body dementia","read_ctv3","DEM"
"XE1Z6","[X]Unspecified dementia","read_ctv3","DEM"
"E00z.","Senile or presenile psychoses NOS","read_ctv3","DEM"
"Xa1GB","Cerebral degeneration presenting primarily with dementia","read_ctv3","DEM"
"XE1ZG","[X]Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder","read_ctv3","DEM"
"XaIKB","Alzheimer's disease with early onset","read_ctv3","DEM"
"XaIKC","Alzheimer's disease with late onset","read_ctv3","DEM"
"X003A","Lewy body disease","read_ctv3","DEM"
"E2B..","Depressive disorder NEC","read_v2","DEP"
"Eu32z","[X]Depression NOS","read_v2","DEP"
"E112.","Endogenous depression","read_v2","DEP"
"E2003","Anxiety with depression","read_v2","DEP"
"E135.","Agitated depression","read_v2","DEP"
"E204.","Neurotic depression reactive type","read_v2","DEP"
"E290.","Brief depressive reaction","read_v2","DEP"
"2257.","O/E - depressed","read_v2","DEP"
"1B17.","Depressed","read_v2","DEP"
"1465.","H/O: depression","read_v2","DEP"
"62T1.","Puerperal depression","read_v2","DEP"
"E2B0.","Postviral depression","read_v2","DEP"
"Eu33.","[X]Recurrent depressive disorder","read_v2","DEP"
"E2B1.","Chronic depression","read_v2","DEP"
"Eu32.","[X]Depressive episode","read_v2","DEP"
"Eu530","[X]Postpartum depression NOS","read_v2","DEP"
"E1137","Recurrent depression","read_v2","DEP"
"Eu32y","[X]Other depressive episodes","read_v2","DEP"
"E113.","Endogenous depression - recurrent","read_v2","DEP"
"E112z","Single major depressive episode NOS","read_v2","DEP"
"Eu341","[X]Neurotic depression","read_v2","DEP"
"Eu412","[X]Mild anxiety depression","read_v2","DEP"
"E11z2","Masked depression","read_v2","DEP"
"Eu321","[X]Moderate depressive episode","read_v2","DEP"
"Eu322","[X]Severe depressive episode without psychotic symptoms","read_v2","DEP"
"1B1U.","Symptoms of depression","read_v2","DEP"
"1BT..","Depressed mood","read_v2","DEP"
"E2112","Depressive personality disorder","read_v2","DEP"
"Eu324","[X]Mild depression","read_v2","DEP"
"E118.","Seasonal affective disorder","read_v2","DEP"
"Eu332","[X]Major depression, recurrent without psychotic symptoms","read_v2","DEP"
"Eu320","[X]Mild depressive episode","read_v2","DEP"
"9H91.","Depression medication review","read_v2","DEP"
